listing_id,host_id,host_url,host_name,host_location,host_about,host_response_time,host_response_rate,host_picture_url,host_is_superhost,host_has_profile_pic,host_identity_verified,host_total_listings,host_verifications
10083468,27518920,https://www.airbnb.com/users/show/27518920,Fábio,"São Félix da Marinha, Porto, Portugal","Olá o meu nome é Fábio Ramos tenho 32 anos.
Sou uma pessoa animada, divertida e altruísta, tenho inúmeros prazeres nesta vida um dos quais é viajar e conhecer pessoas de outras nacionalidades culturas. 
Enquanto anfitrião prometo ser o mais prestativo possível, tanto nos primeiros contactos como quando forem meus hóspedes, estarei sempre disponível para ajudar e dar todo o suporte necessário para que passa uma estadia super agradável e interessante na cidade do Porto. ",within an hour,90.0,https://a0.muscache.com/im/pictures/user/30283df3-5b0b-47bb-8f81-990bdf925fb6.jpg?aki_policy=profile_x_medium,True,True,True,3,"email, phone, reviews, manual_offline, jumio, government_id"
10117617,51920973,https://www.airbnb.com/users/show/51920973,Manuela,"Porto, Porto District, Portugal","Sou uma pessoa que gosta de viajar, conhecer museus, visitar exposições e cinema.
Também gosto de passear pelas zonas históricas das cidades e contemplar as suas edificações.",within a day,100.0,https://a0.muscache.com/im/pictures/bb526001-78b2-472d-9663-c3d02a27f4ce.jpg?aki_policy=profile_x_medium,False,True,True,1,"email, phone, reviews, jumio, government_id"
10133350,52004369,https://www.airbnb.com/users/show/52004369,Chelsea,"Sea Cliff, New York, United States",,within an hour,100.0,https://a0.muscache.com/im/pictures/4d361f57-f65e-4885-b934-0e92eebf288d.jpg?aki_policy=profile_x_medium,False,True,True,2,"email, phone, reviews, jumio, offline_government_id, government_id"
10051164,51326285,https://www.airbnb.com/users/show/51326285,Beatriz,"Rio de Janeiro, State of Rio de Janeiro, Brazil",,within an hour,80.0,https://a0.muscache.com/im/pictures/eb09c9cb-bc70-412f-80d9-47ed3ab104f4.jpg?aki_policy=profile_x_medium,False,True,True,5,"email, phone, facebook, reviews, jumio, government_id"
10082307,51289938,https://www.airbnb.com/users/show/51289938,Ken,Hong Kong,Out-going and positive. Happy to talk to guests and exchange our difference in culture.,within an hour,90.0,https://a0.muscache.com/im/pictures/48ba1de1-bfea-446c-83ab-c21cb4272696.jpg?aki_policy=profile_x_medium,False,True,False,6,"email, phone, google, reviews"
10069642,51670240,https://www.airbnb.com/users/show/51670240,Jonathan,"Resende, Rio de Janeiro, Brazil",,within an hour,100.0,https://a0.muscache.com/im/pictures/9a6839d9-9bea-451b-961d-5965894b9b9a.jpg?aki_policy=profile_x_medium,False,True,False,1,"email, phone, jumio, government_id"
10108388,16187044,https://www.airbnb.com/users/show/16187044,Desireé,Australia,"At the centre of my life is my beautiful family...home is wherever my family is.

I enjoy filling my life with positive experiences and love to travel and experience new cultures, to meet new people, to read and just enjoy the beauty and wonders of the 'littlest' things in the world around me and my family. 
",within an hour,100.0,https://a0.muscache.com/im/users/16187044/profile_pic/1402737505/original.jpg?aki_policy=profile_x_medium,True,True,True,1,"email, phone, reviews, jumio, government_id"
10082422,30393403,https://www.airbnb.com/users/show/30393403,Anna,"Barcelona, Catalonia, Spain","I'm Anna, italian. I'm 28, friendly and easygoing.  I love travelling, reading, dancing tango. Can wait to meet new people! :)",within an hour,100.0,https://a0.muscache.com/im/users/30393403/profile_pic/1427876639/original.jpg?aki_policy=profile_x_medium,False,True,False,1,"phone, facebook"
10120414,33231070,https://www.airbnb.com/users/show/33231070,Mert,"New York, New York, United States","Hello to prospect guests and hosts,
I am an international student from Istanbul/Turkey studying in New York, which I believe are the two most wonderful cities in the world that everyone should visit. 
There are two things in life that I really like to do; traveling and making music. When two combined, it encourages me to discover ethnic music all around the world. In addition to that, I love meeting new people and always helpful to make people feel comfortable. ",within an hour,100.0,https://a0.muscache.com/im/users/33231070/profile_pic/1431469729/original.jpg?aki_policy=profile_x_medium,False,True,True,1,"email, phone, reviews, jumio, government_id, work_email"
10138784,52031360,https://www.airbnb.com/users/show/52031360,Cheer,"New York, New York, United States",,within an hour,100.0,https://a0.muscache.com/im/pictures/1e61ad3c-eb0f-486a-ac09-1a834973d8cd.jpg?aki_policy=profile_x_medium,True,True,True,1,"email, phone, reviews, jumio, offline_government_id, government_id"
10030955,51496939,https://www.airbnb.com/users/show/51496939,Livia,BR,,within an hour,100.0,https://a0.muscache.com/im/pictures/b7911710-9088-451d-a27b-62ad2fc2eac0.jpg?aki_policy=profile_x_medium,False,True,False,1,"email, phone, jumio, government_id"
10006546,51399391,https://www.airbnb.com/users/show/51399391,Ana&Gonçalo,"Porto, Porto District, Portugal","Gostamos de passear, de viajar, de conhecer pessoas e locais novos, gostamos de desporto e animais! Vivemos na cidade mais linda do mundo!!!",within an hour,100.0,https://a0.muscache.com/im/pictures/fab79f25-2e10-4f0f-9711-663cb69dc7d8.jpg?aki_policy=profile_x_medium,False,True,True,3,"email, phone, reviews, jumio, offline_government_id, government_id"
10047964,1241644,https://www.airbnb.com/users/show/1241644,Zeynep,"Istanbul, Istanbul, Turkey",Z.,within an hour,100.0,https://a0.muscache.com/im/users/1241644/profile_pic/1426581715/original.jpg?aki_policy=profile_x_medium,False,True,True,2,"email, phone, facebook, reviews, jumio, government_id"
1001265,5448114,https://www.airbnb.com/users/show/5448114,David,"Honolulu, Hawaii, United States",I have 30 years of experience in the Waikiki Real Estate Market. We specialize in local sales and property management. Our goal is service and aloha. We want to help people enjoy Hawaii.,within an hour,98.0,https://a0.muscache.com/im/users/5448114/profile_pic/1363202219/original.jpg?aki_policy=profile_x_medium,False,True,False,18,"email, phone, reviews, kba"
10116256,51471538,https://www.airbnb.com/users/show/51471538,Ahmet,"Istanbul, İstanbul, Turkey",,within an hour,100.0,https://a0.muscache.com/im/pictures/user/d8c830d0-16da-455c-818a-790864132e0a.jpg?aki_policy=profile_x_medium,False,True,False,16,"email, phone, reviews"
10109896,6517277,https://www.airbnb.com/users/show/6517277,Kristin,"Sydney, New South Wales, Australia",,within an hour,100.0,https://a0.muscache.com/im/pictures/a304162e-015b-4e94-a891-84c4355fad39.jpg?aki_policy=profile_x_medium,False,True,False,1,"email, phone, reviews, jumio, offline_government_id, government_id"
10057447,51612949,https://www.airbnb.com/users/show/51612949,Konstantin,"Montreal, Quebec, Canada",,within an hour,100.0,https://a0.muscache.com/im/pictures/beb6b50e-0a26-4b29-9837-d68c3eea413f.jpg?aki_policy=profile_x_medium,False,True,False,1,"email, phone, jumio, offline_government_id, selfie, government_id, identity_manual"
10057826,47554473,https://www.airbnb.com/users/show/47554473,Mae,US,,within a few hours,100.0,https://a0.muscache.com/im/pictures/c680ce22-d6ec-4b00-8ef3-b5b7fc0d76f2.jpg?aki_policy=profile_x_medium,False,True,False,13,"email, phone, google, reviews, jumio, government_id"
10092679,21331922,https://www.airbnb.com/users/show/21331922,Ali,İstanbul,"I am Ali, 33 years old and a Psychological Counceler - Teacher.  I am working at Secondary School. 
I like  meet with new people, chess, cinema and arts. I have blog about cinema and write critics sometimes. 

I like travel, I visited Austria, Belgium, Bulgaria, Czech Republic, England, France, Germany, Greece, Hungary, Italy, Kosovo, Macedonia, Netherlands, Portugal, Serbia, Spain and Ukraine. And I met many peaople in this countries, I think Airbnb is one of the best way to meet new people and share the life. So I opened my home for guests who is coming from the any part of the world.

Usualy I watch films, some of my favourite directors are Michael Haneke, Kim Ki Duk, Emir Kustarica, Lars Von Trier, Andrei Zyvanigitsev, Bahman Ghobadi, Majid Majidi, Abbas Kiyarüstemi, Ingmar Bergman, Stanley Kubrick etc. 

My favorite Tv Series are Prison Break, Breaking Bad, Better Call Soul, Mr. Robot, Black Mirror, Narcos, Intreatmant. 

I try to explain of me. You wellcome to my home.  My house is very safety, lovely and peaceful.

Easy access to popular destinations : Taksim, Beyoğlu, Eminönü, Sultanahmet, Topkapı Palace, Galata Tower, Kadıköy, Princes Islands.
I am pleased to welcome you.

People who stay with me are from Germany, Canada, Norway, Sweeden, Jordan, Russian, Iran, China, South Korea, United States, Mexico City, Malasia, Italy, Australia until yet. 
",within an hour,100.0,https://a0.muscache.com/im/pictures/user/bcd9b30d-f858-4fab-b7a3-f98b45df73cb.jpg?aki_policy=profile_x_medium,True,True,True,8,"email, phone, reviews, jumio"
10228731,12673423,https://www.airbnb.com/users/show/12673423,Gilberto,"Rio, Rio de Janeiro, Brazil","I am a retired chemist from glass-tubing manufacturing segment that actually is enjoying life through his granddaughters Flora and Ana, as well as has emphasized to contact friends all over the world, offering my apartment to receive some friends all over the world to take some nice time.
  ",within an hour,100.0,https://a0.muscache.com/im/users/12673423/profile_pic/1393616988/original.jpg?aki_policy=profile_x_medium,False,True,False,2,"email, phone, reviews"
1019168,39300,https://www.airbnb.com/users/show/39300,Lilou,"Montreal, Quebec, Canada","Hello,
My name is Laura, I am a young and active professional living in Montreal and working for a concert promoter.
I've been living in this apartment for over 12 years now. It holds a very special place in my heart and I am glad to be opening the doors of my cosy nest to new guests!
You will also be sharing the common space with a cat or two as well as maybe another traveling guest.
Looking forward to meeting you and helping make your stay in our lovely city as comfortable as possible.
À bientôt !",within a day,100.0,https://a0.muscache.com/im/users/39300/profile_pic/1400790873/original.jpg?aki_policy=profile_x_medium,True,True,True,1,"email, phone, facebook, reviews, jumio, offline_government_id, government_id"
10240767,52491634,https://www.airbnb.com/users/show/52491634,Ricky,Hong Kong,I am Ricky. I enjoy getting to know people from all around the world and their unique cultures. Nice to meet you all! ^_^,within a few hours,100.0,https://a0.muscache.com/im/pictures/0ea05bb0-cadf-42a7-812b-671f1f00757d.jpg?aki_policy=profile_x_medium,True,True,False,5,"email, phone, reviews"
1022200,3393610,https://www.airbnb.com/users/show/3393610,Daniel,"Las Vegas, Nevada, United States","I am a general dentist practicing in Las Vegas for 7 years after practicing in San Jose, Ca for 30 years. I own this apartment in Rio de Janeiro. I live in the apartment when I visit.",within an hour,100.0,https://a0.muscache.com/im/users/3393610/profile_pic/1346112640/original.jpg?aki_policy=profile_x_medium,False,True,False,1,"email, phone, facebook, reviews, jumio, kba, government_id"
10227000,12057949,https://www.airbnb.com/users/show/12057949,Holly,"Las Vegas, Nevada, United States",My husband and I have been privileged with the opportunity to make our DREAMS our MEMORIES and we're here to help assist you with yours'..........Traveling is TRULY what life is about!,within a day,91.0,https://a0.muscache.com/im/users/12057949/profile_pic/1415478237/original.jpg?aki_policy=profile_x_medium,False,True,True,472,"email, phone, google, reviews, jumio, offline_government_id, kba, government_id"
10186755,52316085,https://www.airbnb.com/users/show/52316085,Mustafa,"Istanbul, İstanbul, Turkey",,within an hour,100.0,https://a0.muscache.com/im/pictures/cc4d0af8-37df-4eb6-940a-d5c80d8b8bc1.jpg?aki_policy=profile_x_medium,False,True,False,1,"email, phone, facebook"
10141950,11435086,https://www.airbnb.com/users/show/11435086,Regg,Hong Kong,I am a consultant and travel very often. I usually host my apartment when I leave and search for Airbnb rentals for accomodation.,within an hour,100.0,https://a0.muscache.com/im/pictures/user/736908a8-0792-4428-a630-d47a3df44bb9.jpg?aki_policy=profile_x_medium,False,True,True,1,"email, phone, reviews, jumio, offline_government_id, government_id, work_email"
10184012,52299431,https://www.airbnb.com/users/show/52299431,Ricardo,BR,,within an hour,100.0,https://a0.muscache.com/im/pictures/675c6438-a5fe-4874-abbb-544270401e45.jpg?aki_policy=profile_x_medium,False,True,False,1,"email, phone"
10233856,52473150,https://www.airbnb.com/users/show/52473150,Danny,Hong Kong,"每次旅行都是一种到达别人家做客的体验｡自己有好几处单位,住不了那么多,多半出租,我是位非常好客的人,也是很喜欢旅行!不管你是商务出差还是旅游度假,来我家住吧,很高兴能和你成为好朋友!给你们的旅行一个安全干净舒适实惠的居住环境｡
P.S:如你订好,请留个言给我~O(∩_∩)O谢谢~(Complete payment, please leave a message ~)
During the period of stay: if you are not Chinese, please leave a message directly to me, you need to, immediately to make arrangements for your service
可以加我 (Hidden by Airbnb) (You can add me (Hidden by Airbnb) 
)ID: (Phone number hidden by Airbnb)",within an hour,97.0,https://a0.muscache.com/im/pictures/13dcc152-382c-43ac-9933-c241ae596c3a.jpg?aki_policy=profile_x_medium,False,True,True,29,"email, phone, reviews, jumio, offline_government_id, selfie, government_id, identity_manual"
10215858,52473150,https://www.airbnb.com/users/show/52473150,Danny,Hong Kong,"每次旅行都是一种到达别人家做客的体验｡自己有好几处单位,住不了那么多,多半出租,我是位非常好客的人,也是很喜欢旅行!不管你是商务出差还是旅游度假,来我家住吧,很高兴能和你成为好朋友!给你们的旅行一个安全干净舒适实惠的居住环境｡
P.S:如你订好,请留个言给我~O(∩_∩)O谢谢~(Complete payment, please leave a message ~)
During the period of stay: if you are not Chinese, please leave a message directly to me, you need to, immediately to make arrangements for your service
可以加我 (Hidden by Airbnb) (You can add me (Hidden by Airbnb) 
)ID: (Phone number hidden by Airbnb)",within an hour,97.0,https://a0.muscache.com/im/pictures/13dcc152-382c-43ac-9933-c241ae596c3a.jpg?aki_policy=profile_x_medium,False,True,True,29,"email, phone, reviews, jumio, offline_government_id, selfie, government_id, identity_manual"
10199760,37417314,https://www.airbnb.com/users/show/37417314,Yaşar,"Istanbul, Turkey",,within a day,100.0,https://a0.muscache.com/im/pictures/68374b9f-5808-430d-b23d-232af684477e.jpg?aki_policy=profile_x_medium,False,True,False,1,"email, phone"
10201975,2537111,https://www.airbnb.com/users/show/2537111,Barbara,"Rio de Janeiro, State of Rio de Janeiro, Brazil","My name is Barbara.
I'm an administrator and real state manager. I study photography.
I've always enjoyed showing Rio around and helping people take the most out of the city.
It has been seven years I share my love for Rio renting apartments for short period and helping my guests with hints on tourist spots.
I love cooking and It will be a pleasure to be able to help with information about restaurants, bars and gastronomy in general.
I love to make new friends and to know different cultures.
My husband Ricardo is  a chemical engeneer, a great companion, but not talkative as I'm.
Our daughter Alice is 8 years-old. She is into dancing classical ballet, jazz and loves to exchange experiences with people in general.
I look foward to having you at my place!

Seja bem vindo (a)! Meu nome é Bárbara, sou administradora de empresas e estudante de fotografia.
Há 7 anos eu compartilho o amor pela cidade do Rio de Janeiro alugando apartamentos por temporada e ajudando meus hóspedes com dicas sobre a cidade e pontos turísticos.
Uma das minhas paixões é cozinhar e será um prazer poder compartilhar dicas sobre restaurantes, bares e gastronomia em geral.
Adoro viajar, fazer novos amigos e conhecer diferentes culturas.
Se você ficar na minha casa também vai conhecer o meu marido Ricardo, que é engenheiro químico e meu grande parceiro na hospedagem, gente boa, mas não tão falante como eu. Nossa filha Alice tem 8 anos, dança ballet e jazz e  também adora conhecer novas pessoas e trocar experiências.
Também tenho apartamentos inteiros no Centro, Lapa e Zona Sul da cidade.
Seja bem vindo a um cantinho para chamar de seu. :)",within a few hours,92.0,https://a0.muscache.com/im/users/2537111/profile_pic/1418360168/original.jpg?aki_policy=profile_x_medium,True,True,True,13,"email, phone, facebook, reviews, jumio, government_id"
10213499,634664,https://www.airbnb.com/users/show/634664,Tracy,"New South Wales, Australia",,within an hour,100.0,https://a0.muscache.com/im/pictures/9a934b26-9946-4261-aecf-7e707cc0782a.jpg?aki_policy=profile_x_medium,True,True,False,1,"email, phone, reviews"
10264100,52772199,https://www.airbnb.com/users/show/52772199,Ana Lúcia,"Rio de Janeiro, State of Rio de Janeiro, Brazil","Tenho muito prazer em fazer novos amigos, com outras culturas, informações e vivências. Gosto de ser uma anfitriã atenciosa e disponível. O que estiver ao meu alcance tenha certeza que será feito, para tornar sua estadia no Rio inesquecível. ",within a few hours,100.0,https://a0.muscache.com/im/pictures/40611c34-2c83-4269-b2bf-1998f5ccf3e0.jpg?aki_policy=profile_x_medium,False,True,False,1,"email, phone, facebook, google, reviews"
10209136,52453573,https://www.airbnb.com/users/show/52453573,Isaac,"Sydney, New South Wales, Australia",,within an hour,100.0,https://a0.muscache.com/im/pictures/4c3ec070-d880-4c2b-80ab-5009f416cc43.jpg?aki_policy=profile_x_medium,False,True,True,1,"email, phone, reviews, jumio, government_id"
10220130,31553171,https://www.airbnb.com/users/show/31553171,José Augusto,"Rio de Janeiro, State of Rio de Janeiro, Brazil","Engenheiro Civil, 56 anos, Casado, 2 filhos maiores de idade",within an hour,100.0,https://a0.muscache.com/im/users/31553171/profile_pic/1429551055/original.jpg?aki_policy=profile_x_medium,False,True,True,1,"email, phone, reviews, jumio, government_id"
10166986,14461742,https://www.airbnb.com/users/show/14461742,Mohammed,"Paris, Île-de-France, France",,within an hour,100.0,https://a0.muscache.com/im/users/14461742/profile_pic/1397899792/original.jpg?aki_policy=profile_x_medium,False,True,True,1,"email, phone, reviews, jumio, government_id"
10166883,35215309,https://www.airbnb.com/users/show/35215309,Vick,"New York, New York, United States",,within an hour,100.0,https://a0.muscache.com/im/pictures/bd6a13af-36d3-4658-920b-87c221704fe2.jpg?aki_policy=profile_x_medium,False,True,True,1,"email, phone, reviews, jumio, government_id"
1016739,5595776,https://www.airbnb.com/users/show/5595776,David,"Sydney, New South Wales, Australia",Welcoming host who wants you to enjoy the beautiful surrounds at Coogee Beach,within a few hours,100.0,https://a0.muscache.com/im/users/5595776/profile_pic/1372823881/original.jpg?aki_policy=profile_x_medium,False,True,True,6,"email, phone, reviews, jumio, offline_government_id, government_id"
10295352,52966539,https://www.airbnb.com/users/show/52966539,Pedro,"Rio de Janeiro, State of Rio de Janeiro, Brazil",,within an hour,100.0,https://a0.muscache.com/im/pictures/a327f115-a9e3-46fe-ad2e-58487b2d9639.jpg?aki_policy=profile_x_medium,False,True,False,1,"phone, facebook"
10267144,4428126,https://www.airbnb.com/users/show/4428126,Cesar,"Rio de Janeiro, Rio de Janeiro, Brazil","Eu sou Designer, adoro viajar e adoro os finais de tarde na praia em Ipanema. 
Sejam bem vindos ao Rio de Janeiro.

I am objects designer and plastic artist and love travelling. I simply love hosting people! Welcome in Rio!",within a few hours,93.0,https://a0.muscache.com/im/users/4428126/profile_pic/1355775586/original.jpg?aki_policy=profile_x_medium,True,True,True,3,"email, phone, reviews, manual_offline, jumio, offline_government_id, government_id"
10266175,42868615,https://www.airbnb.com/users/show/42868615,Ray And Lise,"Chilliwack, British Columbia, Canada","We are a semi retired couple who enjoy nature, travel & good food !",within an hour,100.0,https://a0.muscache.com/im/pictures/4f2055ea-0725-4a4c-9bd0-47f4a254da03.jpg?aki_policy=profile_x_medium,True,True,False,2,"email, phone, reviews, offline_government_id, selfie, government_id, identity_manual, work_email"
10299095,52988408,https://www.airbnb.com/users/show/52988408,Fernanda,BR,,within an hour,100.0,https://a0.muscache.com/im/pictures/0c78bdd8-1e12-497e-a64c-b39f808ccfa7.jpg?aki_policy=profile_x_medium,False,True,False,2,"email, phone, reviews"
103161,465278,https://www.airbnb.com/users/show/465278,Ade,"Brooklyn, NY","I'm a Photographer and I love music, travel and good food! I speak Spanish, Italian and English! ",within a few hours,100.0,https://a0.muscache.com/im/users/465278/profile_pic/1379275888/original.jpg?aki_policy=profile_x_medium,True,True,False,1,"email, phone, reviews, offline_government_id, selfie, government_id"
10269320,51724179,https://www.airbnb.com/users/show/51724179,Andreia,"Porto, Porto District, Portugal",,within an hour,100.0,https://a0.muscache.com/im/pictures/f1425353-8f70-4d49-a5dc-6e9f17a362c5.jpg?aki_policy=profile_x_medium,True,True,True,6,"email, phone, reviews, jumio, government_id"
102995,178043,https://www.airbnb.com/users/show/178043,Chas,"San Francisco, California, United States","We live in San Francisco and spend time in New York as well.  We also have another place in Northern California in the country we spend time at.  I'm a private pilot and Paul is quite an accomplished ceramicist, though he does non-profit management consulting by profession. I run a retreat center ( (Website hidden by Airbnb) and am a computer consultant some of the time and real estate investor other times.  We have a cat who stays at our house here in San Francisco when we travel.  She is very, very affectionate and easy to care for.  ",within a day,95.0,https://a0.muscache.com/im/pictures/ab609821-a596-4111-9ae9-1b6fdd919c74.jpg?aki_policy=profile_x_medium,False,True,True,4,"email, phone, facebook, reviews, jumio, offline_government_id, government_id, work_email"
10280433,52785887,https://www.airbnb.com/users/show/52785887,Mike,"Volcano, Hawaii, United States",,within a few hours,100.0,https://a0.muscache.com/im/pictures/user/69f5ee13-38a3-44fa-8ece-f53e01312b99.jpg?aki_policy=profile_x_medium,True,True,True,1,"email, phone, reviews, kba"
10306879,53027036,https://www.airbnb.com/users/show/53027036,Paulo Cesar,BR,,within an hour,100.0,https://a0.muscache.com/im/pictures/be252b6f-f1f4-4684-9763-3f950d4422c9.jpg?aki_policy=profile_x_medium,False,True,False,1,"email, phone"
10423504,2509326,https://www.airbnb.com/users/show/2509326,Cat,AU,I like furry friends and stylish surrounds.,within an hour,100.0,https://a0.muscache.com/im/users/2509326/profile_pic/1352810233/original.jpg?aki_policy=profile_x_medium,False,True,True,5,"email, phone, reviews, jumio, offline_government_id, government_id"
10359729,53319251,https://www.airbnb.com/users/show/53319251,Seda,TR,,within an hour,100.0,https://a0.muscache.com/im/pictures/057451e6-db50-44f1-b58a-241ad20b294a.jpg?aki_policy=profile_x_medium,False,True,False,1,"email, phone"
10317142,53086419,https://www.airbnb.com/users/show/53086419,Noah,"Laie, Hawaii, United States",,within a day,50.0,https://a0.muscache.com/im/pictures/d93c44f5-2b60-4251-a90b-fb71d66e7946.jpg?aki_policy=profile_x_medium,False,True,False,1,"email, phone, reviews, jumio, offline_government_id, government_id"
10578580,308899,https://www.airbnb.com/users/show/308899,Andrei,"Honolulu, Hawaii, United States","I am a clinical psychologist and a passionate Argentine tango dancer. Moved to Hawaii 15 years ago from Los Angeles, CA.  I love the island and its quiet pace.  In addition to the obvious water sports, it is surprising how much great hiking is available on Oahu! I often travel to Europe (especially Italy) and Argentina and when I am off-island, I enjoy sharing my studio with folks from all over the world!! Sharing the studio was so well received by our guests, we just decided to offer a second apartment. I take a lot of pride in offering our guests an excellent experience!!!",within an hour,100.0,https://a0.muscache.com/im/pictures/34ca9715-2599-479e-94f2-fddba4c51398.jpg?aki_policy=profile_x_medium,False,True,True,2,"email, phone, reviews, jumio, offline_government_id, government_id"
